Year ended September,Kill status,Animal type,Unit,Value,Value Unit,Value Label,Null Reason,Metadata 1
1983,Condemned,Cows - Dairy,Number,,number,Number of animals,not available
1983,Condemned,Steers - Dairy,Number,,number,Number of animals,not available
1983,Condemned,Bulls - Dairy,Number,,number,Number of animals,not available
1983,Condemned,Total Adult Cattle - Dairy,Number,,number,Number of animals,not available
1983,Condemned,Vealers - Beef,Number,,number,Number of animals,not available
1983,Condemned,Heifers - Beef,Number,,number,Number of animals,not available
1983,Condemned,Cows - Beef,Number,,number,Number of animals,not available
1983,Condemned,Steers - Beef,Number,,number,Number of animals,not available
1983,Condemned,Bulls - Beef,Number,,number,Number of animals,not available
1983,Condemned,Total Adult Cattle - Beef,Number,,number,Number of animals,not available
1983,Condemned,Calves,Number,28127,number,Number of animals,
1983,Condemned,Vealers,Number,26,number,Number of animals,
1983,Condemned,Calves and Vealers,Number,28153,number,Number of animals,
1983,Condemned,Heifers,Number,77,number,Number of animals,
1983,Condemned,Cows,Number,4968,number,Number of animals,
1983,Condemned,Steers,Number,171,number,Number of animals,
1983,Condemned,Bulls,Number,286,number,Number of animals,
1983,Condemned,Total Adult Cattle,Number,5502,number,Number of animals,
1983,Condemned,Total All Cattle,Number,33655,number,Number of animals,
1983,Condemned,Total Goats,Number,944,number,Number of animals,
1983,Condemned,Total Horses,Number,,number,Number of animals,not available
1983,Condemned,Pigs (under 50kg),Number,,number,Number of animals,not available
1983,Condemned,Pigs (50-64.9kg),Number,,number,Number of animals,not available
